tweet_id	tweet_url	tweet_text	class_label
1222107505121275907	https://twitter.com/user/status/1222107505121275907	معيب ان تتنصل الانطمة العربية من مسؤولية الدفاع عن فلسطين امام سمسار يرى فلسطين كعقار يمكن تسليعه! صمت الأنظمة العربية هو نتيجة طليعية لبؤسها وانفصالها عن الواقع #صفقة_القرن #صفقة_القرن_لن_تمر	No
1222113832644022273	https://twitter.com/user/status/1222113832644022273	الغضبُ الساطعُ آتٍ وأنا كلّي إيمانْ! #صفقة_القرن_لن_تمر https://t.co/UNCpxSQKat	No
1222114234621943814	https://twitter.com/user/status/1222114234621943814	هذه الأرض لا تتسع لهويّتين، إما نحن أو نحن! #صفقة_القرن #صفقة_القرن_لن_تمر https://t.co/7JXR2YmG7S	No
1222114809891696641	https://twitter.com/user/status/1222114809891696641	📽 شاهد صفقة القرن.... لن تمر #صفقة_القرن_لن_تمر https://t.co/8YUbAOjwjM	No
1222140851696082945	https://twitter.com/user/status/1222140851696082945	كيف ل #صفقة_القرن أن تمر ونحن نصرخ مع أسلافنا من كل ساحات الأمّة بملء حناجرنا أنّ فلسطين الحرّة عربية والتحرير آت والخيار دوماً مقاومة! #صفقة_القرن_لن_تمر #صفقة_الذل #صفعة_القرن	No
1222145798579924992	https://twitter.com/user/status/1222145798579924992	سيأتي ومعه جيش من الشهداء #القدس_عاصمة_فلسطين_الأبدية https://t.co/3lAl2aq23i	No
1222148977421844481	https://twitter.com/user/status/1222148977421844481	اللهم وحد شعب فلسطين في مواجهة صفقة القرن، واجعل صموده وثباته وتضحياته صخرة تتحطم عليها كل المؤامرات! #صفقة_القرن_لن_تمر	No
1222160439850733569	https://twitter.com/user/status/1222160439850733569	أمام صفقة ترامب لا قيمة للخطب والبيانات إذا لم تترجم إلى مواقف عملية ويتم تفعيل العمل العسكري والانتفاضة داخل فلسطين بالدرجة الأولى مسنودة بوحدة وطنية فلسطينية ساعتها سنقول: #صفقة_القرن_لن_تمر	No
1222165954739589120	https://twitter.com/user/status/1222165954739589120	يا قدسنا إسمعيني حبّك جاري في شراييني❤️ #القدس_عاصمة_فلسطين_الأبدية https://t.co/GddtYkSWsz	No
1222175315935612929	https://twitter.com/user/status/1222175315935612929	كان اسمها فلسطين اليوم اسمها فلسطين سيبقى اسمها فلسطين #صفقة_القرن_لن_تمر #صفقة_العار #فلسطين❤️ 🇵🇸	No
1222175995127586821	https://twitter.com/user/status/1222175995127586821	التغريدات الرافضة لصفقة القرن تجتاح مواقع التواصل الاجتماعي "سنعود وسنبقى نحمي أسوارنا وقلاعنا، ليس منا من يبيع أو يفرّط وليس فينا من يجبن أو ينكسر"، واحدة من الكثير من التغريدات التي اجتاحت مواقع التواصل الاجتماعي رفضاً لصفقة القرن #سرقة_القرن #صفقة_القرن_لن_تمر https://t.co/ecPsFRMQEj	No
1222183002631016449	https://twitter.com/user/status/1222183002631016449	عم ببيعو القدس بمكة ! #القدس_عاصمة_فلسطين_الأبدية #القدس_لنا أطهر أرض أنجس شعب !!!	No
1222188504156966912	https://twitter.com/user/status/1222188504156966912	صفقة القرن ستكون المفتاح لبدايه النهاية الاسرائيلي وجود القوات الاميركيه في الشرق الاوسط. بمختصر : بداية الانتقام لدماء شهدائنا القادة وغباء ترامب اعطى محور المقاومه المفتاح الاساسي. #صفقة_القرن_لن_تمر من دون الصلاه في القدس كما قال الامين الموئتمن سنصلي في القدس #صفقة_القرن	No
1222189160103964673	https://twitter.com/user/status/1222189160103964673	دي خريطه فلسطين الاصليه علموا اولادكم أن لاتوجد دوله اسمها إسرائيل #لا_لبصقة_القرن #القدس_عاصمة_فلسطين_الأبدية https://t.co/qlyEv4IFlb	No
1222197195207847937	https://twitter.com/user/status/1222197195207847937	فلسطين لنا ولن تكون يوما لغيرنا⁦⁦✌️⁩ طالما مازالت هناك أمة اسلامية لم ولن تتخلى عن الأقصى⁦❤️⁩⁦❤️⁦❤️⁦⁦❤️⁩⁦❤️ الخزي والعار لكل حكام أمتنا وعلى مر التاريخ وتبا لهم اينما كانوا واينما وجدوا⁦✌️⁦✌️⁩⁦✌️⁩ #لااعتراف_بكيان_محتل #لا_لبصقة_القرن #القدس_عاصمة_فلسطين_الأبدية https://t.co/jT2QgQ8GKx	No
1222199600263651330	https://twitter.com/user/status/1222199600263651330	عذرا يا رسول الله فقد فرطنا في اولى القبلتين و ثالث الحرمين لك الله يا قدس، لك الله يا قدس، لك الله يا قدس 😢 و لعنة الله عليكم يا حكام امتنا 😡😠😤 #القدس_عاصمة_فلسطين_الأبدية #لااعتراف_بكيان_محتل #لا_لبصقة_القرن https://t.co/YrCuTeD9Zu	No
1222203656935825411	https://twitter.com/user/status/1222203656935825411	الراس عالي ولا نبالي #تسقط_صفقاتكم #القدس_عاصمة_فلسطين_الأبديه https://t.co/lLZDmYHnOB	No
1222204223808589824	https://twitter.com/user/status/1222204223808589824	فلتسقط صفقة العار #القدس_عاصمة_فلسطين_الأبدية لازم يرجع تراند هيدا الهاشتاغ	No
1222204288191037440	https://twitter.com/user/status/1222204288191037440	فلسطين عربيه من البحر للنهر 🇵🇸❤️#تسقط_صفقاتكم #القدس_عاصمة_فلسطين_الأبدية https://t.co/zy6324rJuC	No
1222206178199068672	https://twitter.com/user/status/1222206178199068672	#لا_لبصقة_القرن #لا_لصفقة_القرن نعم للكفاح المسلح نعم للعمليات الفدائية نعم للإستشهاديين #تسقط_صفقة_القرن	No
1222207214234017793	https://twitter.com/user/status/1222207214234017793	امة عربية بتسوى صرماية.... تفه ع شرفكن يا من تسمون انفسكم #ملوك حطكن ع اكل الرز و اكل الهوا الله يلعنكن يا يهود الامة #القدس_عاصمة_فلسطين_الأبدية	No
1222208267839004672	https://twitter.com/user/status/1222208267839004672	تخيل تكون بالشتات ، وعمرك ما شفت فلسطين و إنولدت بجيل الدنيا فيه خربانة اصلًا و قاعد بتحضر قرار لتصفية قضيتك وبلدك اللي انت اصلًا كل همّك تشوفها محررة .. وجع قلب مش معقول .. #لا_لبصقة_القرن	No
1222208490678235137	https://twitter.com/user/status/1222208490678235137	اللهم رد كيد ترامب وأعوانه إلى نحورهم وقنا شرورهم 🤲🏻♥️ #تسقط_صفقة_القرن #لا_لبصقة_القرن	No
1222208712795881473	https://twitter.com/user/status/1222208712795881473	ترامب ونتنياهو قد لا يكونان في السلطة في العام المقبل... أما المقاومة باقية باقية باقية حتى زوال (إسرائيل) #لا_لبصقة_القرن #فلسطين_ستتحرر #تسقط_صفقة_القرن #لا_لصفقة_القرن	No
1222209813255467008	https://twitter.com/user/status/1222209813255467008	حسبنا الله ونعم الوكيل والله قلبي وجعني ع كدا قرارات 💔الله ينتقم من العربان 😔 #تسقط_صفقة_القرن #القدس_عاصمة_فلسطين_الأبدية	No
1222209835594285056	https://twitter.com/user/status/1222209835594285056	اعملوا مية مؤتمر و حطوا عباس و بن سلمان و السيسي و كل العرب بجيبتكم، والله غير نرجع يا ولاد العايبة و نرجعها من الحد للحد و نطرد كل ابن خنزيرة منها، وعد ربنا راح يتنفذ شو ما كانت الظروف. غل يا ربنا غل مش طبيعي، يا ريت الواحد مات و ما شاف هيك يوم!! #صفقة_القرن #لا_لبصقة_القرن https://t.co/SopEc6MmmI	No
1222209996433297409	https://twitter.com/user/status/1222209996433297409	أبلغ وأوجز وأفضل تعريف لصفقة القرن ما كتبه الدكتور وليد عبدالحي "جوهر صفقة القرن هو إقناع العرب والفلسطينيين أن فلسطين "عقار" لا "وطن " #صفقة_القرن #لا_لبصقة_القرن #فلسطين	No
1222210115635417089	https://twitter.com/user/status/1222210115635417089	#القدس عاصمة "غير مجزأة" للكيان الصهيوني.. هنيئاً ل"سماسرة" السلام المزعوم! #صفقة_القرن #القدس_عاصمة_فلسطين_الأبدية	No
1222211319295807490	https://twitter.com/user/status/1222211319295807490	سبحان الله المظلومية كيف بتنعاد والتاريخ كيف ب عيد نفسو... بالليالي #الفاطمية عم يبيعو #فلسطين #القدس_عاصمة_فلسطين_الأبدية	No
1222211875380830208	https://twitter.com/user/status/1222211875380830208	اين الشعوب العربية.. ترامب يبيع القدس ل نتنياهو.. ويعلن صفقة القرن.. والعرب نائمون.. ويلٌ لامةٍ باعت مقدساتها.. #صفقة_العار #القدس_عاصمة_فلسطين_الأبدية	No
1222212020017213440	https://twitter.com/user/status/1222212020017213440	لن يزور هذان الفاشلان الفاسدان ماضينا ولن يحدد أحدهما مستقبلنا . الشعوب هي من تصنع حاضرها ومستقبلها وتحفظ تاريخها . #القدس_عاصمة_فلسطين_الأبدية وتسقط #صفقة_القرن https://t.co/OR61MuhsgI	No
1222212177475534849	https://twitter.com/user/status/1222212177475534849	ياليتني مت قبل هذا وكنت نسيا منسيا.. ليتني لم أولد بزمن العار وتاريخ الذل اللهم أبرأ لك من أفعالهم #لا_لبصقة_القرن	No
1222213253826215944	https://twitter.com/user/status/1222213253826215944	و ستبقى فلسطين حرة، عربية، أبية، على هذه الأرض، سيدة الأرض، ما يستحق الحياة 🇵🇸✌🏼 #لا_لبصقة_القرن #صفقة_القرن https://t.co/DgLb1ZzUqC	No
1222214075792482307	https://twitter.com/user/status/1222214075792482307	رسالة إلى نتنياهو وإلى كلابه المتصهينين👇 #لا_لبصقة_القرن #صفقة_القرن https://t.co/xRShqxeetV	No
1222214698168393728	https://twitter.com/user/status/1222214698168393728	اقسم بالله انا مبسوطة سعيدة بسقوط الاقنعة شكرا للسعودية الاردن الامارات البحرين مصر السيسي ابو مازن. وهو لا يمثلني✋ شكرا لانكم اثبتم انكم اشباه رجال، وان اظفر طفل فلسطيني بكل عروشكم الكلام عن الانظمه وليس للشعوب. فلسطين حرة ليوم الدين❤️✌️ #لا_لبصقة_القرن	No
1222214829450186752	https://twitter.com/user/status/1222214829450186752	#تسقط_صفقة_القرن عندما يرحل عن وجه هذه الحياة آخر مسلم، عندما يندثر آخر مصحف، عندما يُقتل آخر ضمير حي، ستكون لكم القدس وستكون لكم الأرض ويكون لكم كل شيء ودون ذلك لا تحلموا. لا تحلموا ستبقى الروح تقاوم، الذاكرة تقاوم، ستبقى #القدس_عاصمة_فلسطين_الأبدية	No
1222214915928272897	https://twitter.com/user/status/1222214915928272897	50 مليار رشوه من السعودية والامارات لابو مازن ودول الجوار علشا نسيبكم تعيشوا ولا فلسطين ولا قدس ولا عزاء للحكام الخونه #لا_لبصقة_القرن	No
1222215992698380288	https://twitter.com/user/status/1222215992698380288	#عاجل | #ترمب: شكرا لعُمان والبحرين والإمارات لإرسالهم سفرائهم للاحتفال معنا اليوم بخطتنا #لا_لبصقة_القرن https://t.co/XcIuWsj3WD	Yes
1222216050927964162	https://twitter.com/user/status/1222216050927964162	{وَلَا تَحْسَبَنَّ اللَّهَ غَافِلًا عَمَّا يَعْمَلُ الظَّالِمُونَ ۚ إِنَّمَا يُؤَخِّرُهُمْ لِيَوْمٍ تَشْخَصُ فِيهِ الْأَبْصَارُ} #القدس_عاصمة_فلسطين_الأبدية	No
1222216138593067008	https://twitter.com/user/status/1222216138593067008	مصر :عليها اخلاء الارض في سيناء اسرائيل :عليها توجيه ضربه قوية للقطاع وارتكاب مجازر حتي يفر اهلها عبر معبر رفح الي سيناء مصر : تقدم الارض السعودية : تدفع ثمن تلك الارض لمصر ٥٨٠ مليار علي ١٠ سنوات بواقع ٥٨ مليار سنويا امريكا : تعطي الغطاء السياسي #لا_لبصقة_القرن	No
1222216264493535233	https://twitter.com/user/status/1222216264493535233	كل شبر من هالأرض إلنا ، كل نسمة هوا إلنا مهما حاولتوا ، فلسطين النا وصفقة القرن لن تمر إلا على أرواحنا 🇵🇸♥️ علّا يا بلادي علّا ، الموت ولا المذلة 🇵🇸🇵🇸 وأعيد وأكرر اشي بديهي ومعروف لكن التذكير وَجَب. القدس عاصمة فلسطين الابدية 🇵🇸 #صفقه_القرن #لا_لبصقة_القرن https://t.co/Zsf8M261TW	No
1222216404654608385	https://twitter.com/user/status/1222216404654608385	شعور جدودنا وأهالينا في أيام مثل "معاهدة وادي عربة، كامب ديفيد" مثل شعورنا اليوم، متخيلين كمية العجز؟ احنا أضعف من المواجهة، أضعف من الضغط. .... اللهم إنا نعوذ بك من العجز، نعوذ بك من قهر الرجال. #صفقة_القرن #لا_لبصقة_القرن	No
1222216433419063296	https://twitter.com/user/status/1222216433419063296	#عاجل|| نتنياهو: يسعدني أن أرى سفراء الإمارات والبحرين وعمان هنا وهذا مؤشر لا للمستقبل فحسب بل للحاضر #لا_لبصقة_القرن https://t.co/hbdlhrTNZe	Yes
1222217559304523777	https://twitter.com/user/status/1222217559304523777	و ليمون يافا يابسٌ في غصونهِ ، وهل شجرٌ في قبضة الظُلم يُثمرُ!؟ #فلسطين #لا_لبصقة_القرن https://t.co/Z1R1jUAqKO	No
1222217800628035584	https://twitter.com/user/status/1222217800628035584	#القدس_عاصمة_فلسطين_الأبدية ما خلقنا لنيأس خلقنا لنخوض الحياة ونحن واثقين بالله,,, #فلسطين_ستتحرر 👌💛 https://t.co/9ocYbEKxG2	No
1222217809264095232	https://twitter.com/user/status/1222217809264095232	اقسم بالله مش مبالغة بس شعور القهر والعجز احتلني وقلبي وجعني من كمية الذل والاهانة يلي سمعتها، الله يلعن كل واحد كان السبب او ساهم فيها ويلعن كل المطبعين وكل رئيس عربي ساكت #تسقط_صفقة_القرن #لا_لبصقة_القرن	No
1222217933008572416	https://twitter.com/user/status/1222217933008572416	تبقين ما بقي الزمان عزيزة يا قدس مهما حاولوا أو دبروا #لا_لبصقة_القرن https://t.co/0HaMV2LDAJ	No
1222218304833630209	https://twitter.com/user/status/1222218304833630209	نحن شيعة علي ابن ابي طالب في العالم، لن نتخلّى عن فلسطين ولا عن شعب فلسطين ولا عن مقدسات الأمة في فلسطين ⁦⁩⁦❤️⁩ #تسقط_صفقة_القرن #القدس_عاصمة_فلسطين_الأبدية https://t.co/pxGWTiSUmo	No
1222219721568854017	https://twitter.com/user/status/1222219721568854017	يا أيّها الجمعُ الذليلُ خسئتُمُ... فالحقُّ في سفْرِ الخليقةِ مُستَطَرْ أموالُكم تفنى ويبقى عارُها... وجزاؤكم يوم اللقاء المنتَظَرْ والنصرُ موعدُنا ووعدُ إلاهنا... والأمرُ من ربي كلمحٍ بالبَصَر #لا_لبصقة_القرن #تسقط_صفقة_القرن #القدس_عاصمة_فلسطين_الأبدية	No
1222220827258753024	https://twitter.com/user/status/1222220827258753024	إلى حكومة الإحتلال الصهيوني وعلى رأسها " النتن " ياهو : #لا_لبصقة_القرن #تسقط_صفقة_القرن https://t.co/LO1bhmEkFu	No
1222220952030806017	https://twitter.com/user/status/1222220952030806017	القدس قلبها عربي كقلب الشقاقي .. روحها عاملية كروح مغنية .. ستسقط الصفقات بأيادي خمينية .. #لا_لبصقة_القرن #القدس_عاصمة_فلسطين_الأبدية https://t.co/alIPzr1sj4	No
1222221647559696384	https://twitter.com/user/status/1222221647559696384	هنرددها جيل ورا جيل بنعاديكي يا إسرائيل لا لبصقة القرن يسقط كل من شارك فيها يسقط كل من وافق عليها #صفقة_القرن #القدس_عاصمة_فلسطين_الأبدية	No
1222221746507481089	https://twitter.com/user/status/1222221746507481089	يا صاحب اللواء إنهم يبيعون القدس والقضية #تسقط_صفقة_القرن #القدس_عاصمة_فلسطين_الأبدية https://t.co/txRlOWfLYZ	No
1222221794691764224	https://twitter.com/user/status/1222221794691764224	هذه الأرض لا تتسع لهويتين أما نحن او نحن #تسقط_صفقة_القرن #القدس_عاصمة_فلسطين_الأبدية https://t.co/4WFe3kkEkh	No
1222223321217097729	https://twitter.com/user/status/1222223321217097729	#القدس_عاصمه_فلسطين_الابديه {وَلَا تَحْسَبَنَّ اللَّهَ غَافِلًا عَمَّا يَعْمَلُ الظَّالِمُونَ إِنَّمَا يُؤَخِّرُهُمْ لِيَوْمٍ تَشْخَصُ فِيهِ الْأَبْصَارُ} https://t.co/ydo8nssG3C	No
1222223397566001152	https://twitter.com/user/status/1222223397566001152	'' هذه الأرض لا تتسع لهويتين إما نحن او نحن ⁦♥️⁩ صفقة القرن تمهيداً لنهاية إسرائيل ومعركة وعد الآخرة 💪 #تسقط_صفقه_القرن ⁦✌️⁩ #لا_لبصقه_القرن https://t.co/9F7VhzCmXU	No
1222223491925233665	https://twitter.com/user/status/1222223491925233665	علمو أولادكم أن الحب فلسطين .. والأمل فلسطين .. والحلم فلسطين .. أخبروهم بأنها عربية من الضفة وحتى غزة عاصمتها القدس .. نوروهم فالجهل مخيف . #القدس_عاصمه_فلسطين_الابديه https://t.co/hlWccBhOEN	No
1222224801764384768	https://twitter.com/user/status/1222224801764384768	نحن نقف مع فلسطين ليس لأننا فلسطنيين أو حتى ليس لأننا من العالم العربي،بل نقف معها لأنها امتحان يومي لضمير العالم. #تسقط_صفقة_القرن #القدس_عاصمة_فلسطين_الأبدية	No
1222224819510530048	https://twitter.com/user/status/1222224819510530048	كل ما فيها وعليها ينطق "انا عربي" التاريخ يشهد، مهما طال الاحتلال لا بد أن ينتهي يوما. #فلسطين #صفقة_القرن_لن_تمر https://t.co/BFk984r0WC	No
1222224903321071616	https://twitter.com/user/status/1222224903321071616	الهدف واضح محدد و دقيق ...إزالة إسرائيل من الوجود.. #لا_لصفقة_القرن #القدس_عاصمة_فلسطين_الأبدية https://t.co/a9pPoKmskm	No
1222226477187522562	https://twitter.com/user/status/1222226477187522562	سيساوي: الحمدلله مصر مش زي الإمارات وعمان والبحرين، وسفير السيسي البطل محضرش مؤتمر #صفقة_القرن، #لا_لبصقة_القرن وتحيا مصر الحرة. السيسي: ....... https://t.co/5BpIRLgPsl	No
1222228396891156480	https://twitter.com/user/status/1222228396891156480	اليوم سوف يتضح منهم أبناء المتعة والعبيد الذين يلهثون بعد اطماع الدنياء والمال ويتحالفون مع العدو المغتصب لمقدساتنا الدينية ويقوم بتأييد #صفقة_ترمب ومنهم سف الله المسلول الماضون على نهج سيدنا محمد واله الاطهار الذي سوف يسلوا سيوفهم من أغمادها ويوجهونها صوب العدو #لا_لبصقة_القرن	No
1222228422392459264	https://twitter.com/user/status/1222228422392459264	المجرم #ترامب لم يستوعب التغيرات الحاصلة في المنطقة يريد أن يخدم الكيان الصهيوني بأي ثمن وعليه أن يعلم أن محور المقاومة وفي مقدمتهم الشعب اليمني لن يتوقفوا حتى تحرير #الأقصى من دنس الأنجاس وغدا لناظره قريب #لا_لبصقة_القرن #تسقط_صفقة_القرن	No
1222228681344671744	https://twitter.com/user/status/1222228681344671744	#ترمب يا عينك يا جبايرك يا تعبان المفازه شرك حاضر تملى وضميرك فى الاجازه #تسقط_صفقة_القرن #القدس_ثمنها_دم #القدس_عاصمة_فلسطين_الأبدية	No
1222229100846149632	https://twitter.com/user/status/1222229100846149632	تبًا وتعسًا لكل مَن باع فلسطين أو تآمر عليها.. #لا_لبصقه_القرن #تسقط_صفقة_القرن https://t.co/uVk2TkbfuC	No
1222229575893159938	https://twitter.com/user/status/1222229575893159938	هذه الارض لا تتسع لهويتين 🙏🇵🇸 #القدس_عاصمة_فلسطين_الأبدية #صفقة_القرن https://t.co/zsDbfpS4sA	No
1222229608885559296	https://twitter.com/user/status/1222229608885559296	لم يضحك "صلاح الدين الأيوبي" قبل تحريره لفلسطين قط بل كان يقول "أستحي من الله أن أضحك والأقصى أسير" حتى حرره ! ، #القدس_عاصمه_فلسطين_الابديه #FreePalestine 🇵🇸 https://t.co/6VuoNXSlfj	No
1222230847455223808	https://twitter.com/user/status/1222230847455223808	لا تنتظروا من الجامعة العربية التي لم تستطع اخراج دولة بحجم تركيا من سوريا ان تفشل صفقة القرن وتسقط كلمة دولة بحجم امريكا #صفقة_القرن_لن_تمر	No
1222230926782013440	https://twitter.com/user/status/1222230926782013440	#صفقة_القرن معلنة منذ سنوات، تواطأ لإبرامها أنظمة عربية صهيونية معروفة. ستظل #فلسطين_عربية وستظل #فلسطين أمانة في رقبة الشعوب العربيةوالإسلامية.. أما غالبية الحكام فهم خونة.. وحسابهم قريب.. ستنتصر ثوراتنا وتحرر أوطاننا من حكامنا قبل إسرائيل #لا_لبصقة_القرن	No
1222232397065924608	https://twitter.com/user/status/1222232397065924608	صورة لسفراء حكومات الدول العربية التي شاركت ترامب ونتنياهو اعلان #صفقة_القرن ركزوا حكومات لأننا نعلم أن حكومات العرب لا تمثل الشعوب #لا_لبصقة_القرن #الاردن https://t.co/ZzKpBc5P1B	No
1222232553744162817	https://twitter.com/user/status/1222232553744162817	#دارنا_مش_للبيع #فلسطين_مش_للبيع #لا_لبصقة_القرن #يسقط_الخنازير اللهم بقوتك يا متين ياذا العرش العظيم اسقطهم سقطا مميتا .. واذل المنافقين والفاسقين بزعمهم وبصهيونيتهم العاهرة المخفية في ثياب إسلامية !! اللهم عليك بهم ياعظيم بالسحق المتوالي والبلاءات التي لا تنتهي يامجيب 🤲 https://t.co/4JhccE1wDM	No
1222234083872464896	https://twitter.com/user/status/1222234083872464896	#صفقة_القرن_لن_تمر "الحضور العربي" - سفير البحرين: ممثّل ذيول ومرتزقة الأعراب وأتباع السعوديّة - سفير الإمارات: ممثّل الفساد الأخلاقي وتمويل المؤامرات الأميركية الناعمة - سفير عُمان: ممثّل تجّار العلاقات العامّة والواقفين على تلّ الخيانة.. وفي الشعوب أشباه هذه النماذج..!	No
1222234169197170689	https://twitter.com/user/status/1222234169197170689	يا قدس جايين انت قبلتنا الاولى.#القدس_عاصمة_فلسطين_الأبدية https://t.co/KFgKwYp2qy	No
1222234246820982784	https://twitter.com/user/status/1222234246820982784	من لا يملك لمن لا يستحق #لا_لصفقة_العار #فلسطين_عربية #حق_العودة #القدس_عاصمة_فلسطين_الأبدية	No
1222234560030748682	https://twitter.com/user/status/1222234560030748682	ويا فلسطين يا حلوتنا حريتك أولويتنا، تسقط تسقط اسرائيل🇵🇸🇵🇸 #لا_لبصقة_القرن #تسقط_صفقة_القرن https://t.co/GP79hVEhi3	No
1222234583388839937	https://twitter.com/user/status/1222234583388839937	لأجلك يا مدينة الصَّلاة أصلّي لأجلك يا بهيّة المساكن يا زهرة المدائن يا قُدس يا مدينة الصَّلاة أصلّي💔🙏 #القدس_عاصمة_فلسطين_الأبدية #صفقة_القرن #فيروز https://t.co/LaUOLvVHi7	No
1222234933118279680	https://twitter.com/user/status/1222234933118279680	متأكده ان الانظمه صدرت ما يسمى بالهواتف والانترنت لتنفيس الشباب عن ارائهم بعد ان كنا نخرج بمظاهرات مع كل قمع من الكيان الصهيونى لاخواتنا فى فلسطين نعم لقد نجحوا واصبحنا نعبر عن ارائنا ورفضنا بمجرد هاشتاج 😔 #القدس_ثمنها_دم #جمعه_الغضب #لا_لبصقة_القرن #فلسطين	No
1222235295170662401	https://twitter.com/user/status/1222235295170662401	هذه خارطة دولة فلسطين العربيه وستبقى عربيه رغم خيانة الحكام وكل الي صار الشعوب رح تحكي كلمتها وبأذن الله #صفقة_القرن_لن_تمر https://t.co/YOHBxyREEf	No
1222236540174290944	https://twitter.com/user/status/1222236540174290944	@realDonaldTrump وبتكتبها بالعربى علشان تذل الشعوب العربيه بحكامها الخونه مهما غيرت فى الخريطه هتفضل خريطه فلسطين فى قلوبنا هنعرفها لاولانا واولادهم ده عهد علينا ليوم الدين #لا_لبصقة_القرن #صفقة_العار https://t.co/7S4gK47VVx	No
1222237982503194626	https://twitter.com/user/status/1222237982503194626	شيخ الأزهر هو من يمثلنى تحية تقدير وإعزار لفضيلة شيخ الأزهر الاستاذ الدكتور أحمد الطيب #شيخ_الأزهر #لا_لبصقه_القرٍن https://t.co/5womQgUplv	No
1222239492456767489	https://twitter.com/user/status/1222239492456767489	فاخرجوا من أرضنا من برنا.. من بحرنا من قمحنا.. من ملحنا.. من جرحنا من كل شىء، واخرجوا من مفردات الذاكرة أيها المارون بين الكلمات العابرة...! محمود درویش #القدس_عاصمة_فلسطين_الأبدية https://t.co/PArXoiapPu	No
1222241102738153473	https://twitter.com/user/status/1222241102738153473	صورة قديمة من القدس التقطت عام 1889 التاريخ بكل حجر و زقاق ،، قبل قيام الكيان المسخ ب 59 عاماً ! #صفقة_القرن #تسقط_صفقة_القرن #القدس_عاصمة_فلسطين_الأبدية https://t.co/HOJqDg20Rj	No
